nombre,categoria,origen,ingredientes,descripcion,tiempo_preparacion,dificultad
Receta 854,desayuno,India,"carne, pasta, frijoles, pimienta, tomate, espinaca, pan, aguacate","Receta deliciosa con espinaca, carne, pasta, pan.",69,difícil
Receta 855,snack,EE.UU.,"aguacate, lentejas, champiñones, pan, fresas, maíz, espinaca, leche, carne, pera","Receta deliciosa con fresas, maíz, aguacate, pan.",108,fácil
Receta 856,desayuno,Colombia,"mostaza, pera, yogur, salsa de tomate, zanahoria, manzana, lentejas","Receta deliciosa con zanahoria, manzana, mostaza.",100,difícil
Receta 857,postre,Colombia,"mostaza, espinaca, banano, limón, lentejas, huevo, pimienta","Receta deliciosa con limón, banano, mostaza, pimienta, lentejas.",19,media
Receta 858,bebida,China,"salsa de tomate, espinaca, vinagre, frijoles, yogur","Receta deliciosa con frijoles, espinaca, yogur.",10,difícil
Receta 859,sopa,EE.UU.,"ajo, maíz, pescado, leche, pan, arroz, manzana, banano, pepino, papa","Receta deliciosa con arroz, banano, ajo, papa, manzana, pescado.",8,difícil
Receta 860,bebida,India,"carne, zanahoria, lentejas, yogur, pollo, queso, fresas, miel","Receta deliciosa con queso, carne, zanahoria, miel.",88,fácil
Receta 861,desayuno,México,"miel, tomate, pimienta, ajo, pescado, banano, espinaca, champiñones","Receta deliciosa con pimienta, champiñones, miel, ajo, banano, espinaca.",96,fácil
Receta 862,desayuno,Perú,"ajo, tomate, carne, soya, yogur, espinaca, salsa de tomate, pollo, pasta, maíz","Receta deliciosa con maíz, pollo, yogur, soya.",83,fácil
Receta 863,ensalada,EE.UU.,"pimienta, pan, espinaca, papa, sal, mostaza, pasta","Receta deliciosa con espinaca, sal, papa, pasta.",15,media
Receta 864,cena,EE.UU.,"tomate, cebolla, maíz, pimienta, pasta, pollo, pera, frijoles, leche","Receta deliciosa con pollo, tomate, pasta, frijoles.",102,difícil
Receta 865,sopa,Perú,"pan, pasta, papa, manzana, pollo, champiñones, cebolla","Receta deliciosa con papa, champiñones, cebolla, pasta, pollo.",37,difícil
Receta 866,postre,EE.UU.,"sal, maíz, queso, lentejas, mantequilla","Receta deliciosa con mantequilla, queso, lentejas, maíz, sal.",39,media
Receta 867,ensalada,Perú,"ajo, sal, pasta, pimienta, fresas","Receta deliciosa con pasta, pimienta, sal.",94,fácil
Receta 868,ensalada,Japón,"ajo, pollo, miel, maíz, zanahoria, queso, fresas","Receta deliciosa con miel, pollo, ajo, queso, fresas.",102,fácil
Receta 869,bebida,EE.UU.,"arroz, pollo, tomate, ajo, miel, zanahoria, leche","Receta deliciosa con pollo, tomate, arroz.",63,fácil
Receta 870,almuerzo,España,"lentejas, mostaza, frijoles, queso, pollo, pera, limón","Receta deliciosa con frijoles, pera, lentejas, queso, limón, mostaza.",15,media
Receta 871,cena,España,"pepino, pescado, carne, pera, pollo","Receta deliciosa con pera, pepino, pollo, pescado, carne.",36,difícil
Receta 872,snack,Colombia,"arroz, pimienta, pescado, mostaza, maíz, zanahoria, manzana, miel, papa, limón","Receta deliciosa con mostaza, arroz, limón, zanahoria, pescado.",94,fácil
Receta 873,desayuno,España,"huevo, vinagre, pescado, aguacate, cebolla, papa, pimienta","Receta deliciosa con pescado, papa, vinagre, pimienta, cebolla, aguacate.",57,difícil
Receta 874,cena,India,"frijoles, manzana, pimienta, maíz, ajo, miel","Receta deliciosa con maíz, frijoles, pimienta.",80,media
Receta 875,sopa,España,"mostaza, vinagre, champiñones, pan, aceite de oliva, maíz, arroz, frijoles, pasta, pescado","Receta deliciosa con maíz, arroz, frijoles, pescado, aceite de oliva, pan.",43,difícil
Receta 876,ensalada,Italia,"fresas, arroz, ajo, aceite de oliva, lentejas, queso, frijoles, leche","Receta deliciosa con frijoles, arroz, lentejas, aceite de oliva, ajo, leche.",62,fácil
Receta 877,almuerzo,China,"espinaca, salsa de tomate, champiñones, papa, arroz, pepino, mostaza, pescado, carne, queso","Receta deliciosa con arroz, champiñones, salsa de tomate, carne.",60,media
Receta 878,bebida,Francia,"maíz, leche, frijoles, huevo, mostaza, pera, aguacate, tomate, yogur, fresas","Receta deliciosa con tomate, fresas, maíz, pera, leche, huevo.",118,difícil
Receta 879,sopa,India,"miel, mantequilla, carne, aguacate, sal, pollo, limón, banano, champiñones, pimienta","Receta deliciosa con miel, champiñones, limón, pimienta.",113,fácil
Receta 880,desayuno,Francia,"miel, mostaza, pasta, pollo, leche","Receta deliciosa con pollo, mostaza, miel.",54,difícil
Receta 881,ensalada,India,"champiñones, zanahoria, pollo, arroz, mantequilla, aguacate","Receta deliciosa con zanahoria, arroz, champiñones, aguacate.",113,fácil
Receta 882,sopa,Perú,"espinaca, papa, sal, leche, aceite de oliva, maíz, pollo, pimienta, frijoles, pan","Receta deliciosa con pan, papa, aceite de oliva, frijoles, maíz, sal.",105,difícil
Receta 883,ensalada,Japón,"lentejas, frijoles, mostaza, pasta, pera, ajo, pepino, espinaca, tomate, mantequilla","Receta deliciosa con frijoles, mantequilla, tomate, lentejas, pasta, mostaza.",39,fácil
Receta 884,postre,Italia,"tomate, limón, champiñones, pan, lentejas","Receta deliciosa con champiñones, limón, lentejas, pan.",15,media
Receta 885,snack,Perú,"yogur, papa, aguacate, pasta, sal","Receta deliciosa con pasta, papa, sal, aguacate, yogur.",97,difícil
Receta 886,ensalada,España,"banano, pollo, vinagre, yogur, papa, leche, pan, carne, cebolla","Receta deliciosa con papa, leche, pan, pollo, vinagre.",58,difícil
Receta 887,cena,Colombia,"pepino, papa, queso, vinagre, carne, ajo, banano, manzana, lentejas","Receta deliciosa con vinagre, ajo, carne, pepino, queso.",41,difícil
Receta 888,snack,India,"huevo, pepino, banano, leche, pasta, queso, vinagre, lentejas","Receta deliciosa con banano, lentejas, vinagre.",45,fácil
Receta 889,ensalada,Colombia,"mostaza, maíz, queso, lentejas, pan, champiñones, pescado, pera","Receta deliciosa con maíz, mostaza, champiñones.",40,difícil
Receta 890,postre,China,"cebolla, sal, ajo, limón, fresas","Receta deliciosa con ajo, fresas, sal, limón, cebolla.",112,difícil
Receta 891,desayuno,Francia,"aguacate, yogur, carne, lentejas, miel, arroz, soya","Receta deliciosa con arroz, soya, carne, aguacate, lentejas, yogur.",26,media
Receta 892,ensalada,Japón,"vinagre, pescado, arroz, cebolla, champiñones, pepino, pan, carne, banano, leche","Receta deliciosa con banano, carne, leche, pescado.",32,difícil
Receta 893,postre,Francia,"queso, sal, ajo, pescado, tomate, banano, maíz","Receta deliciosa con tomate, banano, ajo, pescado.",14,media
Receta 894,desayuno,EE.UU.,"mostaza, pasta, pimienta, lentejas, aguacate, pollo","Receta deliciosa con pimienta, lentejas, pollo, aguacate.",41,difícil
Receta 895,snack,México,"soya, mostaza, espinaca, limón, banano, vinagre, fresas","Receta deliciosa con limón, espinaca, mostaza.",28,fácil
Receta 896,ensalada,EE.UU.,"mostaza, champiñones, espinaca, queso, salsa de tomate, pera, papa, sal, carne","Receta deliciosa con champiñones, salsa de tomate, mostaza, papa.",19,fácil
Receta 897,snack,EE.UU.,"lentejas, miel, tomate, papa, pimienta, ajo, sal","Receta deliciosa con pimienta, tomate, sal.",78,difícil
Receta 898,postre,EE.UU.,"banano, manzana, papa, ajo, fresas, sal, miel, pescado","Receta deliciosa con miel, fresas, papa, banano.",56,difícil
Receta 899,sopa,México,"leche, manzana, aguacate, zanahoria, frijoles, maíz","Receta deliciosa con aguacate, maíz, zanahoria, leche, manzana.",50,difícil
Receta 900,sopa,India,"lentejas, aguacate, papa, vinagre, aceite de oliva, salsa de tomate, arroz, yogur","Receta deliciosa con vinagre, lentejas, salsa de tomate, aceite de oliva.",12,fácil
Receta 901,sopa,EE.UU.,"huevo, frijoles, carne, pan, salsa de tomate, yogur, queso","Receta deliciosa con salsa de tomate, yogur, queso, carne, huevo, frijoles.",5,difícil
Receta 902,cena,China,"aceite de oliva, queso, mantequilla, vinagre, tomate, sal, manzana, maíz, lentejas","Receta deliciosa con sal, queso, manzana, mantequilla.",62,difícil
Receta 903,postre,India,"cebolla, sal, limón, zanahoria, mostaza, huevo, maíz","Receta deliciosa con mostaza, cebolla, limón, maíz, sal, zanahoria.",106,media
Receta 904,desayuno,Perú,"frijoles, lentejas, maíz, salsa de tomate, banano, aguacate","Receta deliciosa con maíz, aguacate, salsa de tomate, lentejas, banano, frijoles.",14,media
Receta 905,postre,Perú,"soya, vinagre, pan, frijoles, ajo, limón, arroz, tomate","Receta deliciosa con tomate, soya, vinagre, limón, pan.",87,fácil
Receta 906,sopa,Colombia,"huevo, champiñones, yogur, mostaza, leche, papa, pimienta, soya","Receta deliciosa con yogur, champiñones, mostaza, soya, leche, papa.",71,difícil
Receta 907,sopa,Colombia,"pollo, limón, carne, champiñones, ajo, fresas, sal","Receta deliciosa con sal, champiñones, limón, pollo, fresas.",93,fácil
Receta 908,bebida,España,"sal, cebolla, mantequilla, vinagre, banano","Receta deliciosa con sal, cebolla, banano, mantequilla, vinagre.",39,difícil
Receta 909,cena,China,"champiñones, manzana, mostaza, cebolla, pan, pollo, ajo, yogur, miel, lentejas","Receta deliciosa con mostaza, miel, champiñones, yogur, ajo, pan.",86,media
Receta 910,bebida,EE.UU.,"pera, pasta, soya, arroz, cebolla, sal, miel, lentejas, zanahoria, tomate","Receta deliciosa con zanahoria, miel, pasta, pera, sal, tomate.",85,fácil
Receta 911,desayuno,China,"zanahoria, sal, queso, mostaza, banano, pasta, pollo, lentejas, pan, champiñones","Receta deliciosa con zanahoria, queso, banano, mostaza, lentejas, sal.",11,difícil
Receta 912,bebida,China,"lentejas, arroz, cebolla, leche, tomate, mostaza, pasta, huevo, maíz","Receta deliciosa con huevo, arroz, lentejas.",73,fácil
Receta 913,cena,Colombia,"fresas, lentejas, mantequilla, sal, champiñones, banano, pollo, ajo","Receta deliciosa con ajo, fresas, pollo, champiñones.",17,media
Receta 914,postre,Perú,"pepino, pera, zanahoria, frijoles, leche, huevo, aceite de oliva","Receta deliciosa con huevo, frijoles, aceite de oliva, leche, pepino, pera.",59,media
Receta 915,snack,Japón,"pollo, cebolla, carne, miel, fresas, zanahoria, espinaca, frijoles, aguacate","Receta deliciosa con carne, espinaca, cebolla, aguacate.",38,difícil
Receta 916,snack,Perú,"arroz, papa, limón, zanahoria, espinaca, leche, pera","Receta deliciosa con espinaca, pera, papa, limón, zanahoria, leche.",64,fácil
Receta 917,cena,México,"sal, limón, huevo, vinagre, pollo, papa, zanahoria, fresas, espinaca, carne","Receta deliciosa con vinagre, pollo, zanahoria, fresas, huevo, espinaca.",41,fácil
Receta 918,almuerzo,Francia,"limón, cebolla, pera, ajo, carne, pepino, miel, arroz, aceite de oliva","Receta deliciosa con pepino, arroz, carne.",11,media
Receta 919,cena,Perú,"pepino, banano, mantequilla, vinagre, carne, queso, pescado, yogur, aceite de oliva","Receta deliciosa con banano, pescado, aceite de oliva, vinagre, yogur.",37,media
Receta 920,cena,México,"salsa de tomate, frijoles, manzana, maíz, pan, zanahoria, soya, banano, tomate, carne","Receta deliciosa con maíz, zanahoria, soya, frijoles, carne, salsa de tomate.",24,difícil
Receta 921,postre,Francia,"lentejas, pan, ajo, pepino, salsa de tomate, mantequilla, limón","Receta deliciosa con ajo, pan, salsa de tomate, lentejas, mantequilla, pepino.",98,media
Receta 922,ensalada,Japón,"cebolla, salsa de tomate, vinagre, maíz, yogur, papa, fresas, champiñones","Receta deliciosa con salsa de tomate, yogur, fresas, papa, cebolla, vinagre.",7,difícil
Receta 923,snack,EE.UU.,"leche, espinaca, tomate, pan, mantequilla, cebolla, carne, maíz, aguacate","Receta deliciosa con cebolla, carne, espinaca, mantequilla, aguacate.",54,difícil
Receta 924,bebida,Japón,"yogur, carne, mantequilla, sal, lentejas, soya, ajo","Receta deliciosa con carne, mantequilla, soya.",113,media
Receta 925,sopa,China,"zanahoria, pera, mostaza, soya, frijoles, ajo, mantequilla, queso, espinaca","Receta deliciosa con mantequilla, mostaza, zanahoria, pera, espinaca, queso.",70,media
Receta 926,cena,India,"sal, tomate, fresas, huevo, pera, pasta, champiñones","Receta deliciosa con fresas, tomate, huevo, champiñones, pera, pasta.",50,fácil
Receta 927,ensalada,Japón,"lentejas, pollo, sal, salsa de tomate, aceite de oliva","Receta deliciosa con salsa de tomate, pollo, aceite de oliva, lentejas.",81,media
Receta 928,cena,Italia,"zanahoria, pera, espinaca, pimienta, lentejas, soya, ajo, arroz, carne","Receta deliciosa con pimienta, espinaca, pera, carne.",54,difícil
Receta 929,desayuno,España,"aguacate, miel, ajo, lentejas, pepino, zanahoria, tomate, vinagre, banano, soya","Receta deliciosa con soya, pepino, miel, tomate, ajo, banano.",103,fácil
Receta 930,almuerzo,Perú,"lentejas, salsa de tomate, mostaza, sal, pasta, papa","Receta deliciosa con sal, lentejas, salsa de tomate.",13,fácil
Receta 931,almuerzo,India,"arroz, mostaza, pan, champiñones, mantequilla, miel, ajo","Receta deliciosa con arroz, champiñones, mostaza, mantequilla, miel.",108,fácil
Receta 932,postre,EE.UU.,"aceite de oliva, espinaca, pimienta, pollo, soya, pepino, manzana, frijoles","Receta deliciosa con frijoles, aceite de oliva, pimienta, soya, pepino.",74,difícil
Receta 933,almuerzo,EE.UU.,"salsa de tomate, mostaza, espinaca, limón, yogur","Receta deliciosa con espinaca, mostaza, salsa de tomate.",49,fácil
Receta 934,snack,Perú,"sal, cebolla, vinagre, mantequilla, huevo, salsa de tomate, soya, leche, pan","Receta deliciosa con leche, vinagre, mantequilla, soya, huevo, cebolla.",51,difícil
Receta 935,snack,México,"pasta, miel, aceite de oliva, manzana, mostaza, fresas, pepino, cebolla, pera, limón","Receta deliciosa con miel, cebolla, pepino, pasta, aceite de oliva.",33,fácil
Receta 936,snack,Colombia,"huevo, queso, vinagre, pera, leche, champiñones, zanahoria, pan, tomate","Receta deliciosa con leche, vinagre, zanahoria, champiñones.",117,difícil
Receta 937,ensalada,Colombia,"aceite de oliva, leche, mostaza, aguacate, yogur","Receta deliciosa con leche, aguacate, aceite de oliva, mostaza, yogur.",112,media
Receta 938,snack,México,"limón, maíz, pollo, tomate, yogur, manzana, fresas","Receta deliciosa con pollo, manzana, fresas, limón, tomate.",41,difícil
Receta 939,postre,India,"sal, pasta, pan, carne, papa","Receta deliciosa con pan, carne, papa, sal, pasta.",98,fácil
Receta 940,snack,China,"pollo, sal, ajo, mantequilla, soya","Receta deliciosa con soya, sal, pollo.",58,media
Receta 941,snack,Colombia,"aguacate, vinagre, mantequilla, frijoles, fresas, banano, pollo, pasta, maíz, sal","Receta deliciosa con sal, pasta, fresas, maíz, mantequilla.",94,media
Receta 942,desayuno,Italia,"manzana, pera, lentejas, tomate, champiñones","Receta deliciosa con tomate, lentejas, manzana, pera, champiñones.",116,fácil
Receta 943,snack,EE.UU.,"yogur, pollo, papa, banano, limón, aguacate","Receta deliciosa con papa, limón, yogur, aguacate, pollo.",54,media
Receta 944,ensalada,EE.UU.,"pan, tomate, pasta, pera, maíz, limón, ajo","Receta deliciosa con maíz, pera, pasta, ajo.",58,difícil
Receta 945,bebida,Francia,"carne, queso, champiñones, aguacate, maíz, aceite de oliva, pescado, pan, arroz","Receta deliciosa con carne, aceite de oliva, pan.",34,media
Receta 946,bebida,Japón,"salsa de tomate, aguacate, aceite de oliva, champiñones, pan","Receta deliciosa con champiñones, aceite de oliva, salsa de tomate, pan, aguacate.",67,fácil
Receta 947,ensalada,Francia,"pollo, espinaca, lentejas, pan, huevo, soya, cebolla","Receta deliciosa con espinaca, pan, cebolla.",44,media
Receta 948,ensalada,China,"limón, arroz, pescado, papa, queso","Receta deliciosa con pescado, arroz, queso.",28,fácil
Receta 949,snack,India,"frijoles, arroz, espinaca, soya, limón, maíz, tomate, sal","Receta deliciosa con espinaca, frijoles, arroz.",106,media
Receta 950,sopa,Francia,"banano, papa, cebolla, soya, lentejas, huevo","Receta deliciosa con soya, lentejas, papa, banano.",90,fácil
Receta 951,sopa,México,"aceite de oliva, vinagre, carne, zanahoria, ajo, miel","Receta deliciosa con ajo, aceite de oliva, zanahoria, vinagre, miel, carne.",8,difícil
Receta 952,snack,Japón,"espinaca, pescado, papa, soya, carne, yogur, tomate, frijoles, pimienta, sal","Receta deliciosa con soya, yogur, pescado, espinaca, pimienta, frijoles.",8,fácil
Receta 953,desayuno,Colombia,"pimienta, yogur, vinagre, pescado, mostaza, carne, aceite de oliva","Receta deliciosa con yogur, aceite de oliva, carne, vinagre.",111,media
Receta 954,almuerzo,EE.UU.,"lentejas, huevo, vinagre, banano, miel, cebolla, pescado, manzana","Receta deliciosa con miel, lentejas, huevo.",70,media
Receta 955,snack,España,"salsa de tomate, ajo, lentejas, zanahoria, arroz, soya, pescado","Receta deliciosa con arroz, ajo, pescado, lentejas, salsa de tomate, zanahoria.",96,fácil
Receta 956,sopa,EE.UU.,"aceite de oliva, fresas, papa, champiñones, frijoles, ajo, aguacate","Receta deliciosa con aguacate, champiñones, aceite de oliva, papa, ajo.",5,difícil
Receta 957,almuerzo,India,"espinaca, pan, pollo, pepino, papa, banano, mostaza, zanahoria","Receta deliciosa con pepino, zanahoria, banano.",42,difícil
Receta 958,almuerzo,España,"mantequilla, pan, fresas, arroz, soya, limón, lentejas","Receta deliciosa con fresas, pan, arroz, mantequilla, lentejas, limón.",109,difícil
Receta 959,snack,India,"huevo, pepino, frijoles, vinagre, champiñones, yogur, pasta, soya, sal","Receta deliciosa con soya, yogur, pasta, pepino.",11,difícil
Receta 960,ensalada,Perú,"limón, espinaca, aguacate, banano, sal, pan, miel, yogur","Receta deliciosa con limón, yogur, miel, pan.",82,fácil
Receta 961,sopa,Perú,"pescado, miel, tomate, mantequilla, pan, carne, cebolla","Receta deliciosa con cebolla, tomate, pan, miel, carne.",86,fácil
Receta 962,postre,China,"manzana, mantequilla, champiñones, aguacate, carne, vinagre, maíz, frijoles, pepino, pera","Receta deliciosa con mantequilla, pepino, frijoles, pera.",82,difícil
Receta 963,desayuno,Japón,"manzana, banano, pera, arroz, pimienta, miel, limón, champiñones, vinagre, maíz","Receta deliciosa con pimienta, pera, limón.",62,difícil
Receta 964,sopa,Italia,"carne, vinagre, arroz, queso, aguacate","Receta deliciosa con arroz, carne, aguacate.",45,difícil
Receta 965,desayuno,México,"banano, pepino, arroz, pan, champiñones, sal, pescado, aguacate","Receta deliciosa con pan, aguacate, arroz, pepino, banano, pescado.",56,media
Receta 966,ensalada,Colombia,"miel, pollo, fresas, aceite de oliva, queso, manzana, huevo, leche","Receta deliciosa con manzana, aceite de oliva, fresas, leche.",55,difícil
Receta 967,bebida,Japón,"lentejas, limón, huevo, aceite de oliva, pimienta, yogur, leche, mantequilla","Receta deliciosa con limón, huevo, lentejas, yogur, pimienta.",84,fácil
Receta 968,desayuno,Perú,"mostaza, maíz, champiñones, mantequilla, ajo","Receta deliciosa con ajo, maíz, champiñones, mantequilla, mostaza.",116,fácil
Receta 969,postre,Francia,"pollo, maíz, soya, cebolla, ajo","Receta deliciosa con maíz, cebolla, ajo.",45,media
Receta 970,ensalada,Italia,"huevo, yogur, limón, zanahoria, tomate, pimienta, pera, fresas, pan","Receta deliciosa con limón, huevo, pimienta, zanahoria.",83,fácil
Receta 971,cena,EE.UU.,"carne, yogur, sal, tomate, pan, aguacate, pollo, aceite de oliva, frijoles, mantequilla","Receta deliciosa con sal, carne, frijoles, pollo, pan, aceite de oliva.",93,media
Receta 972,snack,España,"miel, pescado, yogur, pera, papa, leche","Receta deliciosa con pera, pescado, papa, leche, miel, yogur.",8,fácil
Receta 973,almuerzo,España,"salsa de tomate, frijoles, papa, pollo, pescado, sal, queso, cebolla","Receta deliciosa con frijoles, queso, cebolla, pollo, sal.",38,difícil
Receta 974,postre,México,"queso, champiñones, arroz, frijoles, aguacate, miel, pepino, zanahoria","Receta deliciosa con champiñones, miel, queso, aguacate.",12,media
Receta 975,ensalada,España,"pepino, frijoles, lentejas, pasta, papa, aceite de oliva, aguacate, cebolla, pescado, pimienta","Receta deliciosa con aceite de oliva, lentejas, pimienta, pepino, pasta, pescado.",22,fácil
Receta 976,ensalada,Colombia,"banano, aguacate, mostaza, limón, pan","Receta deliciosa con limón, banano, mostaza, aguacate, pan.",39,difícil
Receta 977,postre,México,"ajo, tomate, cebolla, aguacate, maíz","Receta deliciosa con aguacate, maíz, cebolla.",61,media
Receta 978,postre,España,"huevo, vinagre, limón, pan, yogur, aguacate, pimienta, maíz, mantequilla, espinaca","Receta deliciosa con limón, mantequilla, huevo.",44,fácil
Receta 979,bebida,Colombia,"pera, mostaza, zanahoria, salsa de tomate, champiñones, sal, soya, queso, leche, manzana","Receta deliciosa con manzana, sal, salsa de tomate, champiñones, pera, mostaza.",81,difícil
Receta 980,postre,España,"arroz, fresas, huevo, sal, ajo, soya, banano","Receta deliciosa con ajo, fresas, soya.",79,fácil
Receta 981,snack,Perú,"pasta, banano, salsa de tomate, pepino, fresas, miel, pan","Receta deliciosa con pasta, miel, pan.",73,media
Receta 982,desayuno,España,"pasta, champiñones, ajo, soya, fresas, maíz","Receta deliciosa con maíz, ajo, fresas, soya, champiñones, pasta.",111,difícil
Receta 983,desayuno,Francia,"huevo, carne, pescado, pepino, sal","Receta deliciosa con pescado, huevo, pepino, sal, carne.",27,fácil
Receta 984,postre,España,"pollo, pera, miel, aguacate, sal, aceite de oliva, pepino, queso","Receta deliciosa con pepino, sal, aceite de oliva, pollo, pera, queso.",9,difícil
Receta 985,almuerzo,Colombia,"pescado, aguacate, pollo, huevo, banano, leche, queso, papa","Receta deliciosa con aguacate, papa, queso, pescado.",80,media
Receta 986,bebida,Italia,"arroz, cebolla, pasta, leche, pescado, pimienta, pepino","Receta deliciosa con leche, pimienta, pasta, pepino, cebolla, pescado.",102,difícil
Receta 987,postre,México,"banano, papa, aceite de oliva, pan, miel, pescado, zanahoria, yogur, salsa de tomate, limón","Receta deliciosa con limón, yogur, banano, salsa de tomate, zanahoria, miel.",48,difícil
Receta 988,desayuno,México,"frijoles, papa, tomate, mantequilla, salsa de tomate, miel","Receta deliciosa con miel, salsa de tomate, mantequilla, frijoles, papa.",22,media
Receta 989,cena,Italia,"pan, queso, aceite de oliva, pepino, leche, huevo","Receta deliciosa con aceite de oliva, queso, huevo, leche.",98,fácil
Receta 990,bebida,Perú,"pollo, papa, carne, pera, fresas","Receta deliciosa con papa, pera, fresas, carne, pollo.",68,fácil
Receta 991,snack,Perú,"papa, pera, pepino, carne, sal, queso, yogur, manzana","Receta deliciosa con manzana, pepino, yogur, carne, papa, pera.",16,fácil
Receta 992,almuerzo,España,"pepino, soya, lentejas, pollo, queso, fresas","Receta deliciosa con soya, fresas, queso, pollo, pepino, lentejas.",113,media
Receta 993,desayuno,China,"yogur, aceite de oliva, pan, pescado, cebolla, miel, espinaca, aguacate, huevo","Receta deliciosa con pescado, cebolla, aguacate, miel.",25,media
Receta 994,snack,EE.UU.,"salsa de tomate, aceite de oliva, cebolla, mantequilla, soya, vinagre, pescado, maíz","Receta deliciosa con mantequilla, aceite de oliva, soya, maíz.",18,fácil
Receta 995,cena,Italia,"leche, soya, tomate, pan, carne, mostaza, zanahoria","Receta deliciosa con mostaza, carne, soya.",18,fácil
Receta 996,cena,Francia,"aceite de oliva, frijoles, huevo, leche, pera","Receta deliciosa con frijoles, huevo, pera, aceite de oliva, leche.",107,difícil
Receta 997,ensalada,España,"queso, miel, pepino, fresas, sal, salsa de tomate, tomate, pera","Receta deliciosa con miel, pera, fresas.",90,media
Receta 998,bebida,México,"limón, soya, pasta, papa, frijoles, ajo, pan, tomate, mostaza","Receta deliciosa con frijoles, ajo, mostaza, soya.",103,fácil
Receta 999,desayuno,Italia,"espinaca, salsa de tomate, carne, aguacate, pollo","Receta deliciosa con espinaca, pollo, aguacate.",11,media
Receta 1000,desayuno,China,"mantequilla, champiñones, queso, pasta, carne, aguacate, soya, ajo","Receta deliciosa con queso, champiñones, soya.",89,media
